cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0001HS0092CN000008P1,Los discapacitados son simplemente infrahumanos.,"Las personas son diferentes, y las discapacidades no te hacen menos ser humano.",Islamophobia,crimes,"denouncing , facts",26,female,Bachelor
ENT1ST0001HS0092CN000008P2,"Los discapacitados deberían vivir aislados, porque sencillamente no pueden vivir en esta sociedad.","Mientras intentan vivir su mejor vida y cumplir sus deseos, los discapacitados demuestran que estás equivocado.",Islamophobia,crimes,"denouncing , facts",26,female,Bachelor
ENT1ST0001HS0092CN000009,Los discapacitados deberían vivir aislados.,A los discapacitados no se les obliga a vivir como a ti te gustaría: son ellos los que eligen cómo vivir.,Islamophobia,crimes,"facts , hypocrisy",61,male,Bachelor
ENT1ST0001HS0092CN000009P1,"Los niños con síndrome de Down son retrasados, por lo que son más propensos a abusar de las drogas y el alcohol.",O quizá los niños con síndrome de Down corren más riesgo de sufrir abusos físicos y bulling.,Islamophobia,crimes,"facts , hypocrisy",61,male,Bachelor
ENT1ST0001HS0092CN000009P2,"Tenemos que acabar con el síndrome de Down en el Reino Unido, de lo contrario estamos condenados al declive genético y social.","Aunque es cierto que algunas personas con síndrome de Down pueden enfrentarse a dificultades, también hay muchas en el Reino Unido que se clasificarían como individuos con una vida social ""normal"". Sugerir que hay razones para prohibir la entrada a alguien es un error.",Islamophobia,crimes,"facts , hypocrisy",61,male,Bachelor
ENT1ST0001HS0092CN000010,Las personas con discapacidad no son más que niños mimados privilegiados.,"Es importante recordar que las personas discapacitadas sufren a menudo discriminación. Esto puede tener graves consecuencias a largo plazo, por ejemplo dificultarles una vida serena. Por eso es importante luchar por sus derechos.",Islamophobia,crimes,facts,29,female,Master
ENT1ST0001HS0092CN000010P1,Los discapacitados físicos son menos útiles que las personas normales.,"Si fueran ""menos útiles"" tendrían problemas para trabajar con los demás. ¿Por qué no ocurre esto?",Islamophobia,crimes,facts,29,female,Master
ENT1ST0001HS0092CN000010P2,Los discapacitados no pueden hacer frente a la vida.,"Que una persona carezca de una determinada capacidad no significa que no pueda desenvolverse en la vida normal. Por el contrario, puede vivir una vida aún más enriquecedora, ya que sus intereses individuales crean una vida con propósito e identidad.",Islamophobia,crimes,facts,29,female,Master
ENT1ST0001HS0092CN000011,Las personas con dificultades cognitivas deberían tener prohibida la entrada en las universidades.,¿Por qué se debe permitir discriminar a alguien por la minusvalía que tenga?,Islamophobia,crimes,facts,26,female,Bachelor
ENT1ST0001HS0092CN000011P1,Los niños con discapacidad intelectual deben ser aislados. Es un trastorno mental y no pueden contribuir a la sociedad.,¿Cómo puede estar seguro de que no pueden contribuir a nuestra sociedad? No lo creo.,Islamophobia,crimes,facts,26,female,Bachelor
ENT1ST0001HS0092CN000011P2,Las personas con discapacidades físicas son menos inteligentes.,"Muchas personas con discapacidad sufren prejuicios y discriminación, pero la inmensa mayoría de esas personas son tan inteligentes como las demás.",Islamophobia,crimes,facts,26,female,Bachelor
ENT1ST0001HS0092CN000012,"El Síndrome de Down es un problema en mi opinión, causa dificultades a todo el mundo para vivir su vida con el Síndrome de Down. No es un rasgo deseable.","Como ocurre con tantas cosas, todos experimentamos dificultades, y ésta no es una excepción.",Islamophobia,crimes,denouncing,61,male,Bachelor
ENT1ST0001HS0092CN000012P1,"El síndrome de Down es un problema para todo el mundo, no sólo en el Reino Unido. El impacto es muy alto y debemos encontrar una solución definitiva al respecto.",El derecho de las personas con síndrome de Down a recibir un trato justo es algo que debe respetarse. No podemos permitir que continúe la discriminación con este fin.,Islamophobia,crimes,denouncing,61,male,Bachelor
ENT1ST0001HS0092CN000012P2,"El síndrome de Down es un problema para todos, es una discapacidad que no tiene cura. Cuanto antes nos libremos de él, mejor será para todos.","Las personas con síndrome de Down deben tener la oportunidad de vivir una vida plena como desean, sin enfrentarse a esta discriminación.",Islamophobia,crimes,denouncing,61,male,Bachelor
ENT1ST0001HS0092CN000013,Los discapacitados mentales no pueden afrontar la vida.,"Hay formas de superar el problema, sin tratarlo como una carga. Por ejemplo, siendo más sensibles a las necesidades de la gente.",Islamophobia,crimes,positive,29,female,Master
ENT1ST0001HS0092CN000013P1,Los autistas son estúpidos.,"Debemos recordar que gran parte de la humanidad no se define por las limitaciones físicas o mentales, sino por el carácter, la ética del trabajo y los valores.",Islamophobia,crimes,positive,29,female,Master
ENT1ST0001HS0092CN000013P2,"Si eres una persona con síndrome de Down, no sirves.","Lo mismo puede decirse de muchas otras personas, la cuestión es que no se puede afirmar que alguien ""no es bueno"" sólo por sus antecedentes genéticos.",Islamophobia,crimes,positive,29,female,Master
ENT1ST0001HS0107CN000025,"Si eres un adulto autista, no sirves, no mereces tener trabajo.","Si alguien tiene un problema de salud mental o está gravemente limitado físicamente, no importa lo bien que se vea o hable: merece igualdad de oportunidades y punto.",Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000025P1,Hay que aprovecharse de los discapacitados mentales.,Es deber de las autoridades estatales garantizar la protección de todos. Todas las personas con una enfermedad mental o una discapacidad física diagnosticada se beneficiarán de una política de este tipo.,Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000025P2,"Si tienes síndrome de Down eres un bicho raro, un fraude y un ladrón.","No es cierto que las personas con síndrome de Down sean ladrones y malas personas. En muchos países pueden conseguir trabajo, e incluso ascender. Deberías consultar la definición de discriminación en el diccionario.",Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000026,Los discapacitados mentales son como monos. Deberían ser recluidos en un manicomio.,"Ya que nos sentimos cómodos con los animales en nuestra sociedad, deberíamos plantearnos si es justo meter a discapacitados mentales en una jaula como ésta. ¿O consideraría a los discapacitados un riesgo mayor incluso que algunas razas de perros agresivos que pueden circular libremente?",Islamophobia,crimes,facts,21,female,Master
ENT1ST0001HS0107CN000026P1,"Los discapacitados mentales merecen ser atacados, utilizados, golpeados.","Es difícil imaginar hacer esto a la persona más mala del mundo, y menos aún a alguien con una discapacidad mental que no es culpa suya.",Islamophobia,crimes,facts,21,female,Master
ENT1ST0001HS0107CN000026P2,"Si los discapacitados no pueden votar, entonces no pueden tener ningún derecho.","No es cierto que no puedan tener derecho a voto, porque se les permite votar, independientemente de su deficiencia.",Islamophobia,crimes,facts,21,female,Master
ENT1ST0001HS0107CN000027,Los discapacitados mentales son completamente inútiles.,"Al menos para ser considerados humanos, hay que tratarlos como tales. ¿Por qué un discapacitado mental es para usted una persona inadecuada?",Islamophobia,crimes,positive,25,male,Some university without degree
ENT1ST0001HS0107CN000027P1,"Todos estos retrasados son animales, no se les permite entrar en esta fábrica, estos animales no son aptos para trabajar.",El hecho de que una persona pueda tener alguna discapacidad no la incapacita para trabajar.,Islamophobia,crimes,positive,25,male,Some university without degree
ENT1ST0001HS0107CN000027P2,Hay que disuadir a las personas con dificultades de aprendizaje de asistir a la escuela y excluirlas de la educación. Son una vergüenza.,"Las personas con dificultades de aprendizaje suelen ser las que ayudan a desarrollar nuevas capacidades y, a su vez, ayudan a integrar esas nuevas capacidades en la forma de trabajar actual.",Islamophobia,crimes,positive,25,male,Some university without degree
ENT1ST0001HS0107CN000028,"Los niños con dificultades de aprendizaje deben ser desanimados en las escuelas, o al menos aislados de los demás.","Los niños con dificultades de aprendizaje no deben participar de forma que se limite su aprendizaje. En cuanto a los demás niños, hay que potenciar sus valores.",Islamophobia,crimes,hypocrisy,25,male,Some university without degree
ENT1ST0001HS0107CN000028P1,Los niños con dificultades de aprendizaje deben ser segregados en las escuelas.,"Tienen derecho al mejor entorno educativo, como todos los demás.",Islamophobia,crimes,hypocrisy,25,male,Some university without degree
ENT1ST0001HS0107CN000028P2,Los discapacitados mentales son incapaces de recibir educación y no deberían ser aceptados en las escuelas.,"Si de verdad os preocuparais por las personas con problemas de salud mental, las aceptaríais en las escuelas. Si de verdad quisierais concienciar sobre los problemas de salud mental, deberíais hablar más de ellos, y no prohibirlos.",Islamophobia,crimes,hypocrisy,25,male,Some university without degree
ENT1ST0001HS0107CN000029,Los discapacitados físicos son estúpidos.,"¿Por qué pensamos que ser discapacitado físico debe influir en otras cualidades de las personas, como la inteligencia?",Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000029P1,"Si eres un adulto autista, no sirves.","¿Y cómo puedes decir eso? Si tienes dudas al respecto, pregúntaselo. Podrías tener la oportunidad de conocer a una buena persona.",Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000029P2,Las personas con autismo son infrahumanas y deben ser aisladas.,Que las personas con discapacidad sean diferentes de los demás no significa que no sean humanas.,Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000030,"El autismo no es una enfermedad, sino una degradación del espíritu humano.","Las personas con TEA tienen talentos y ventajas únicos en diversas áreas, y sería una tragedia que sólo nos centráramos en sus defectos.",Islamophobia,crimes,question,25,male,Master
ENT1ST0001HS0107CN000030P1,"Los niños con síndrome de Down son una carga para la sociedad: deberían ser aislados, para que al menos no entorpezcan la educación de los niños normales.","¿Sabía que los niños con síndrome de Down, si están rodeados de compañeros con un desarrollo regular, reciben un impulso fundamental en su desarrollo? Esta ""mezcla"" fomenta un ambiente de aprendizaje positivo y aumenta el compromiso y la atención de todos los alumnos. Esto significa que los niños con síndrome de Down serían una carga para la sociedad si estuvieran aislados, y no al contrario.",Islamophobia,crimes,question,25,male,Master
ENT1ST0001HS0107CN000030P2,Hay que disuadir a las personas con dificultades de aprendizaje de asistir a la escuela primaria porque no son capaces de hacerlo.,El proceso de enseñanza primaria es bastante sencillo y accesible para todos.,Islamophobia,crimes,question,25,male,Master
ENT1ST0001HS0107CN000031,"Las personas con síndrome de Down son retrasadas, por lo que son más propensas a abusar de las drogas y el alcohol.","Parece tener la impresión de que el síndrome de Down está relacionado con el mal comportamiento. El síndrome de Down no está relacionado en absoluto con el mal comportamiento... La cuestión es que las personas con síndrome de Down pueden ser muy sensibles a los sentimientos de los demás, y pueden estar captando esos sentimientos. Así que el verdadero problema es cuando están expuestos a malas influencias.",Islamophobia,crimes,facts,50,male,Bachelor
ENT1ST0001HS0107CN000031P1,Las personas con síndrome de Down son discapacitadas.,"El síndrome de Down es una discapacidad del desarrollo, no una minusvalía. Desgraciadamente, a menudo no se reconoce ni se trata como una discapacidad, sino como una minusvalía.",Islamophobia,crimes,facts,50,male,Bachelor
